公共設施種類,行政區,段號,段名,地號,土地面積/平方公尺,公共設施名稱
公園綠地,士林區,951,翠山段二小段,Feb-69,306,士林10號公園
公園綠地,士林區,951,翠山段二小段,Dec-45,306,士林10號公園
公園綠地,士林區,951,翠山段二小段,164,298,士林10號公園
公園綠地,士林區,951,翠山段二小段,May-45,293,士林10號公園
公園綠地,士林區,951,翠山段二小段,578,298,士林0號公園
公園綠地,士林區,951,翠山段二小段,373,294,士林11號公園
公園綠地,士林區,951,翠山段二小段,626,834,士林12號公園
公園綠地,士林區,951,翠山段二小段,631,833,士林12號公園
公園綠地,士林區,951,翠山段二小段,600,10,士林10號公園
公園綠地,士林區,951,翠山段二小段,552-2,10,士林0號公園
公園綠地,士林區,951,翠山段二小段,Nov-71,11,士林10號公園
公園綠地,士林區,951,翠山段二小段,194,8,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jul-42,197.98,士林10號公園
公園綠地,士林區,951,翠山段二小段,197,7,士林10號公園
公園綠地,士林區,951,翠山段二小段,553,8,士林0號公園
公園綠地,士林區,951,翠山段二小段,700-1,6,士林10號公園
公園綠地,士林區,951,翠山段二小段,712-9,436,士林0號公園
公園綠地,士林區,951,翠山段二小段,Jul-71,429,士林10號公園
公園綠地,士林區,951,翠山段二小段,40,419,士林10號公園
公園綠地,士林區,951,翠山段二小段,431,417,士林12號公園
公園綠地,士林區,951,翠山段二小段,625-1,423,士林12號公園
公園綠地,士林區,951,翠山段二小段,Oct-71,421,士林10號公園
公園綠地,士林區,951,翠山段二小段,229,413,士林11號公園
公園綠地,士林區,951,翠山段二小段,576,409,士林12號公園
公園綠地,士林區,951,翠山段二小段,226,399,士林11號公園
公園綠地,士林區,951,翠山段二小段,442,406,士林12號公園
公園綠地,士林區,951,翠山段二小段,365,390,士林11號公園
公園綠地,士林區,951,翠山段二小段,482,389,士林11號公園
公園綠地,士林區,951,翠山段二小段,154-1,382,士林10號公園
公園綠地,士林區,951,翠山段二小段,236,388,士林11號公園
公園綠地,士林區,951,翠山段二小段,Jan-43,383,士林10號公園
公園綠地,士林區,951,翠山段二小段,580,8833,士林12號公園
公園綠地,士林區,951,翠山段二小段,217-1,8302,士林11號公園
公園綠地,士林區,951,翠山段二小段,528,8194,士林12號公園
公園綠地,士林區,951,翠山段二小段,593,7050,士林12號公園
公園綠地,士林區,951,翠山段二小段,582,6713,士林12號公園
公園綠地,士林區,951,翠山段二小段,199,6453,士林10號公園
公園綠地,士林區,951,翠山段二小段,584,5104,士林11號公園
公園綠地,士林區,951,翠山段二小段,569,3963,士林12號公園
公園綠地,士林區,951,翠山段二小段,433,3310,士林12號公園
公園綠地,士林區,951,翠山段二小段,572,3139,士林12號公園
公園綠地,士林區,951,翠山段二小段,161,2877,士林10號公園
公園綠地,士林區,951,翠山段二小段,228,2852,士林11號公園
公園綠地,士林區,951,翠山段二小段,507,2639,士林11號公園
公園綠地,士林區,951,翠山段二小段,109,2588,士林18號公園
公園綠地,士林區,951,翠山段二小段,5月1日,1615,士林10號公園
公園綠地,士林區,951,翠山段二小段,706,1551,士林156號公園
公園綠地,士林區,951,翠山段二小段,700-3,1535,士林10號公園
公園綠地,士林區,951,翠山段二小段,432,1480,士林12號公園
公園綠地,士林區,951,翠山段二小段,566,1470,士林12號公園
公園綠地,士林區,951,翠山段二小段,477,1339,士林11號公園
公園綠地,士林區,951,翠山段二小段,698-5,1317,士林10號公園
公園綠地,士林區,951,翠山段二小段,512,1313,士林11號公園
公園綠地,士林區,951,翠山段二小段,511,1300,士林11號公園
公園綠地,士林區,951,翠山段二小段,533,1258,士林11號公園
公園綠地,士林區,951,翠山段二小段,366,1246,士林11號公園
公園綠地,士林區,951,翠山段二小段,227,1197,士林11號公園
公園綠地,士林區,951,翠山段二小段,Mar-42,1162.72,士林10號公園
公園綠地,士林區,951,翠山段二小段,180,1152,士林11號公園
公園綠地,士林區,951,翠山段二小段,565,1103,士林0號公園
公園綠地,士林區,951,翠山段二小段,342,1032,士林11號公園
公園綠地,士林區,951,翠山段二小段,115,993,士林18號公園
公園綠地,士林區,951,翠山段二小段,222,987,士林11號公園
公園綠地,士林區,951,翠山段二小段,176,970,士林10號公園
公園綠地,士林區,951,翠山段二小段,29,901,士林18號公園
公園綠地,士林區,951,翠山段二小段,211,891,士林10號公園
公園綠地,士林區,951,翠山段二小段,41,19,士林10號公園
公園綠地,士林區,951,翠山段二小段,348,20,士林11號公園
公園綠地,士林區,951,翠山段二小段,111,19,士林18號公園
公園綠地,士林區,951,翠山段二小段,668,19,士林0號公園
公園綠地,士林區,951,翠山段二小段,554,16,士林0號公園
公園綠地,士林區,951,翠山段二小段,518,14,士林11號公園
公園綠地,士林區,951,翠山段二小段,864,14,士林143號公園
公園綠地,士林區,951,翠山段二小段,669,16,士林0號公園
公園綠地,士林區,951,翠山段二小段,696,15,士林0號公園
公園綠地,士林區,951,翠山段二小段,549-6,14,士林0號公園
公園綠地,士林區,951,翠山段二小段,53,14,士林10號公園
公園綠地,士林區,951,翠山段二小段,210,14,士林10號公園
公園綠地,士林區,951,翠山段二小段,203,11,士林10號公園
公園綠地,士林區,951,翠山段二小段,527,11,士林10號公園
公園綠地,士林區,951,翠山段二小段,555,11,士林0號公園
公園綠地,士林區,951,翠山段二小段,356,11,士林11號公園
公園綠地,士林區,951,翠山段二小段,May-42,70.12,士林10號公園
公園綠地,士林區,951,翠山段二小段,169,70,士林10號公園
公園綠地,士林區,951,翠山段二小段,158,122,士林10號公園
公園綠地,士林區,951,翠山段二小段,Dec-71,135,士林10號公園
公園綠地,士林區,951,翠山段二小段,73,136,士林10號公園
公園綠地,士林區,951,翠山段二小段,47,141,士林10號公園
公園綠地,士林區,951,翠山段二小段,551,148,士林0號公園
公園綠地,士林區,951,翠山段二小段,Apr-45,149,士林10號公園
公園綠地,士林區,951,翠山段二小段,148,149,士林10號公園
公園綠地,士林區,951,翠山段二小段,7月6日,155,士林10號公園
公園綠地,士林區,951,翠山段二小段,520,153,士林10號公園
公園綠地,士林區,951,翠山段二小段,713-4,155,士林0號公園
公園綠地,士林區,951,翠山段二小段,198,158,士林10號公園
公園綠地,士林區,951,翠山段二小段,265,160,士林11號公園
公園綠地,士林區,951,翠山段二小段,143,164,士林10號公園
公園綠地,士林區,951,翠山段二小段,516,170,士林11號公園
公園綠地,士林區,951,翠山段二小段,567,171,士林12號公園
公園綠地,士林區,951,翠山段二小段,369,177,士林11號公園
公園綠地,士林區,951,翠山段二小段,230,124,士林11號公園
公園綠地,士林區,951,翠山段二小段,577,123,士林12號公園
公園綠地,士林區,951,翠山段二小段,202,124,士林10號公園
公園綠地,士林區,951,翠山段二小段,589,130,士林11號公園
公園綠地,士林區,951,翠山段二小段,552-1,130,士林0號公園
公園綠地,士林區,951,翠山段二小段,570,130,士林12號公園
公園綠地,士林區,951,翠山段二小段,521,183,士林11號公園
公園綠地,士林區,951,翠山段二小段,45-14,187,士林10號公園
公園綠地,士林區,951,翠山段二小段,259,210,士林11號公園
公園綠地,士林區,951,翠山段二小段,485,208,士林11號公園
公園綠地,士林區,951,翠山段二小段,196,217,士林10號公園
公園綠地,士林區,951,翠山段二小段,357,223,士林11號公園
公園綠地,士林區,951,翠山段二小段,522,231,士林11號公園
公園綠地,士林區,951,翠山段二小段,568,237,士林12號公園
公園綠地,士林區,951,翠山段二小段,604,251,士林12號公園
公園綠地,士林區,951,翠山段二小段,221,251,士林11號公園
公園綠地,士林區,951,翠山段二小段,670,262,士林0號公園
公園綠地,士林區,951,翠山段二小段,69,264,士林10號公園
公園綠地,士林區,951,翠山段二小段,557,273,士林12號公園
公園綠地,士林區,951,翠山段二小段,549-4,10,士林10號公園
公園綠地,士林區,951,翠山段二小段,214,272,士林11號公園
公園綠地,士林區,951,翠山段二小段,45-15,280,士林10號公園
公園綠地,士林區,951,翠山段二小段,606,279,士林12號公園
公園綠地,士林區,951,翠山段二小段,434,281,士林12號公園
公園綠地,士林區,951,翠山段二小段,189,269,士林11號公園
公園綠地,士林區,951,翠山段二小段,446,2465,士林12號公園
公園綠地,士林區,951,翠山段二小段,505,2014,士林11號公園
公園綠地,士林區,951,翠山段二小段,3,1907,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jan-69,328,士林10號公園
公園綠地,士林區,951,翠山段二小段,478,503,士林11號公園
公園綠地,士林區,951,翠山段二小段,39,205,士林10號公園
公園綠地,士林區,951,翠山段二小段,723-1,199,士林151號公園
公園綠地,士林區,951,翠山段二小段,Nov-69,323,士林10號公園
公園綠地,士林區,951,翠山段二小段,630,319,士林12號公園
公園綠地,士林區,951,翠山段二小段,Sep-45,323,士林10號公園
公園綠地,士林區,951,翠山段二小段,510,325,士林11號公園
公園綠地,士林區,951,翠山段二小段,Aug-69,332,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jun-69,332,士林10號公園
公園綠地,士林區,951,翠山段二小段,45-16,329,士林10號公園
公園綠地,士林區,951,翠山段二小段,484,336,士林11號公園
公園綠地,士林區,951,翠山段二小段,Jul-69,336,士林10號公園
公園綠地,士林區,951,翠山段二小段,529,337,士林12號公園
公園綠地,士林區,951,翠山段二小段,Oct-69,335,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jan-44,339,士林10號公園
公園綠地,士林區,951,翠山段二小段,343,185,士林11號公園
公園綠地,士林區,951,,149-1,0,士林10號公園
公園綠地,士林區,951,翠山段二小段,540,23,士林11號公園
公園綠地,士林區,951,翠山段二小段,481,24,士林11號公園
公園綠地,士林區,951,翠山段二小段,364,24,士林11號公園
公園綠地,士林區,951,翠山段二小段,110,25,士林18號公園
公園綠地,士林區,951,翠山段二小段,66,24,士林10號公園
公園綠地,士林區,951,翠山段二小段,709,26,士林11號公園
公園綠地,士林區,951,翠山段二小段,541-3,26,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jan-54,26,士林10號公園
公園綠地,士林區,951,翠山段二小段,7,26,士林10號公園
公園綠地,士林區,951,翠山段二小段,Sep-42,26.79,士林10號公園
公園綠地,士林區,951,翠山段二小段,558,27,士林0號公園
公園綠地,士林區,951,翠山段二小段,11月1日,26,士林10號公園
公園綠地,士林區,951,翠山段二小段,673,28,士林0號公園
公園綠地,士林區,951,翠山段二小段,549-7,28,士林11號公園
公園綠地,士林區,951,翠山段二小段,144,30,士林10號公園
公園綠地,士林區,951,翠山段二小段,629,29,士林12號公園
公園綠地,士林區,951,翠山段二小段,206,45,士林10號公園
公園綠地,士林區,951,翠山段二小段,539,61,士林11號公園
公園綠地,士林區,951,翠山段二小段,367,52,士林11號公園
公園綠地,士林區,951,翠山段二小段,190,52,士林10號公園
公園綠地,士林區,951,翠山段二小段,556,75,士林0號公園
公園綠地,士林區,951,翠山段二小段,Mar-45,73,士林10號公園
公園綠地,士林區,951,翠山段二小段,694,81,士林0號公園
公園綠地,士林區,951,翠山段二小段,563,83,士林0號公園
公園綠地,士林區,951,翠山段二小段,224-1,94.97,士林11號公園
公園綠地,士林區,951,翠山段二小段,531,98,士林10號公園
公園綠地,士林區,951,翠山段二小段,517,98,士林11號公園
公園綠地,士林區,951,翠山段二小段,861,97,士林143號公園
公園綠地,士林區,951,翠山段二小段,561,96,士林0號公園
公園綠地,士林區,951,翠山段二小段,258,100,士林11號公園
公園綠地,士林區,951,翠山段二小段,708-1,99,士林11號公園
公園綠地,士林區,951,翠山段二小段,542-1,103,士林0號公園
公園綠地,士林區,951,翠山段二小段,552,104,士林0號公園
公園綠地,士林區,951,翠山段二小段,705-3,107,士林10號公園
公園綠地,士林區,951,翠山段二小段,525,111,士林11號公園
公園綠地,士林區,951,翠山段二小段,74,110,士林10號公園
公園綠地,士林區,951,翠山段二小段,659,117,士林12號公園
公園綠地,士林區,951,翠山段二小段,542,115,士林10號公園
公園綠地,士林區,951,翠山段二小段,698-6,116,士林10號公園
公園綠地,士林區,951,翠山段二小段,548,120,士林0號公園
公園綠地,士林區,951,翠山段二小段,523,121,士林10號公園
公園綠地,士林區,951,翠山段二小段,192,43,士林11號公園
公園綠地,士林區,951,翠山段二小段,546,52,士林10號公園
公園綠地,士林區,951,翠山段二小段,76,51,士林10號公園
公園綠地,士林區,951,翠山段二小段,712,54,士林0號公園
公園綠地,士林區,951,翠山段二小段,588,53,士林11號公園
公園綠地,士林區,951,翠山段二小段,665,52,士林0號公園
公園綠地,士林區,951,翠山段二小段,537,55,士林11號公園
公園綠地,士林區,951,翠山段二小段,564,57,士林12號公園
公園綠地,士林區,951,翠山段二小段,150,58,士林10號公園
公園綠地,士林區,951,翠山段二小段,661,59,士林12號公園
公園綠地,士林區,951,翠山段二小段,215,57,士林10號公園
公園綠地,士林區,951,翠山段二小段,231,55,士林11號公園
公園綠地,士林區,951,翠山段二小段,207,65,士林10號公園
公園綠地,士林區,951,翠山段二小段,94,66,士林10號公園
公園綠地,士林區,951,翠山段二小段,725-1,61,士林151號公園
公園綠地,士林區,951,翠山段二小段,7月2日,65,士林10號公園
公園綠地,士林區,951,翠山段二小段,594,67,士林12號公園
公園綠地,士林區,951,翠山段二小段,224,66.03,士林11號公園
公園綠地,士林區,951,翠山段二小段,78,68,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jan-42,1701.17,士林10號公園
公園綠地,士林區,951,翠山段二小段,Jun-42,439.1,士林10號公園
公園綠地,士林區,951,翠山段二小段,547,440,士林12號公園
公園綠地,士林區,951,翠山段二小段,247,445,士林11號公園
公園綠地,士林區,951,翠山段二小段,535,449,士林11號公園
公園綠地,士林區,951,翠山段二小段,705,448,士林10號公園
公園綠地,士林區,951,翠山段二小段,Aug-71,444,士林10號公園
公園綠地,士林區,951,翠山段二小段,Sep-71,445,士林10號公園
公園綠地,士林區,951,翠山段二小段,68,454,士林10號公園
公園綠地,士林區,951,翠山段二小段,159,490,士林10號公園
公園綠地,士林區,951,翠山段二小段,177,504,士林10號公園
公園綠地,士林區,951,翠山段二小段,530,815,士林10號公園
公園綠地,士林區,951,翠山段二小段,562,20,士林0號公園
公園綠地,士林區,951,翠山段二小段,170,21,士林10號公園
公園綠地,士林區,951,翠山段二小段,200,22,士林10號公園
公園綠地,士林區,951,翠山段二小段,571,11420,士林12號公園
公園綠地,士林區,951,翠山段二小段,513,21106,士林11號公園
公園綠地,士林區,951,翠山段二小段,532,4,士林11號公園
公園綠地,士林區,951,翠山段二小段,135,4,士林10號公園
公園綠地,士林區,951,翠山段二小段,208,5,士林10號公園
公園綠地,士林區,951,翠山段二小段,579,4,士林0號公園
公園綠地,士林區,951,翠山段二小段,370,1709,士林11號公園
公園綠地,士林區,951,翠山段二小段,249,1735,士林11號公園
公園綠地,士林區,951,翠山段二小段,340,1816,士林11號公園
公園綠地,士林區,951,翠山段二小段,347,1860,士林11號公園
公園綠地,士林區,951,翠山段二小段,205,5,士林10號公園
公園綠地,士林區,951,翠山段二小段,502,1885,士林11號公園
公園綠地,士林區,951,翠山段二小段,263,631,士林11號公園
公園綠地,士林區,951,翠山段二小段,248,653,士林11號公園
公園綠地,士林區,951,翠山段二小段,549,664,士林0號公園
公園綠地,士林區,951,,146-2,0,士林10號公園
公園綠地,士林區,951,翠山段二小段,545,34,士林0號公園
公園綠地,士林區,951,翠山段二小段,697,36,士林0號公園
公園綠地,士林區,951,翠山段二小段,526,39,士林11號公園
公園綠地,士林區,951,翠山段二小段,524-1,38,士林10號公園
公園綠地,士林區,951,翠山段二小段,508,40,士林11號公園
公園綠地,士林區,951,翠山段二小段,559,41,士林12號公園
公園綠地,士林區,951,翠山段二小段,182,44,士林11號公園
公園綠地,士林區,951,翠山段二小段,204,4,士林10號公園
公園綠地,士林區,951,翠山段二小段,11月2日,7,士林10號公園
公園綠地,士林區,951,翠山段二小段,509,88,士林11號公園
公園綠地,士林區,951,翠山段二小段,695,89,士林0號公園
公園綠地,士林區,951,翠山段二小段,372,90,士林11號公園
公園綠地,士林區,951,翠山段二小段,237,94,士林11號公園
公園綠地,士林區,951,翠山段二小段,590,9135,士林11號公園
公園綠地,士林區,951,翠山段二小段,592,9291,士林12號公園
公園綠地,士林區,951,翠山段二小段,602,9774,士林12號公園
公園綠地,士林區,951,翠山段二小段,212,344,士林10號公園
公園綠地,士林區,951,翠山段二小段,Mar-71,344,士林10號公園
公園綠地,士林區,951,翠山段二小段,May-69,341,士林10號公園
公園綠地,士林區,951,翠山段二小段,209,347,士林10號公園
公園綠地,士林區,951,翠山段二小段,Sep-69,354,士林10號公園
公園綠地,士林區,951,翠山段二小段,Aug-42,354.59,士林10號公園
公園綠地,士林區,951,翠山段二小段,Mar-69,359,士林10號公園
公園綠地,士林區,951,翠山段二小段,585,363,士林11號公園
公園綠地,士林區,951,翠山段二小段,575,364,士林12號公園
公園綠地,士林區,951,翠山段二小段,543,70,士林12號公園
公園綠地,士林區,951,翠山段二小段,700-2,4,士林10號公園
公園綠地,士林區,951,翠山段二小段,7月5日,3,士林10號公園
公園綠地,士林區,951,翠山段二小段,866,4,士林143號公園
公園綠地,士林區,951,翠山段二小段,708-13,525,士林11號公園
公園綠地,士林區,951,翠山段二小段,486,531,士林11號公園
公園綠地,士林區,951,翠山段二小段,519,541,士林11號公園
公園綠地,士林區,951,翠山段二小段,363,558,士林11號公園
公園綠地,士林區,951,翠山段二小段,71,564,士林10號公園
公園綠地,士林區,951,翠山段二小段,441,563,士林12號公園
公園綠地,士林區,951,翠山段二小段,225,569,士林11號公園
公園綠地,士林區,951,翠山段二小段,149,587.46,士林10號公園
公園綠地,士林區,951,翠山段二小段,586,594,士林10號公園
公園綠地,士林區,951,翠山段二小段,183,626,士林10號公園
公園綠地,士林區,951,翠山段二小段,Apr-69,619,士林10號公園
公園綠地,士林區,951,翠山段二小段,185,620,士林10號公園
公園綠地,士林區,951,翠山段二小段,Feb-71,367,士林10號公園
公園綠地,士林區,951,翠山段二小段,722-2,689,士林151號公園
公園綠地,士林區,951,翠山段二小段,440,687,士林12號公園
公園綠地,士林區,951,,149-3,0,士林10號公園
公園綠地,士林區,951,翠山段二小段,1月1日,720,士林10號公園
公園綠地,士林區,951,翠山段二小段,146,729.8,士林10號公園
公園綠地,士林區,951,翠山段二小段,371,726,士林11號公園
公園綠地,士林區,951,,149-2,0,士林10號公園
公園綠地,士林區,951,翠山段二小段,538,768,士林11號公園
公園綠地,士林區,951,翠山段二小段,628,800,士林12號公園
公園綠地,士林區,951,翠山段二小段,666,807,士林0號公園
公園綠地,士林區,951,翠山段二小段,70,204,士林10號公園
公園綠地,士林區,959,芝蘭段四小段,887,107.39,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,894,6.28,士林0號公園
公園綠地,士林區,959,芝蘭段四小段,884,15.3,士林0號公園
公園綠地,士林區,959,芝蘭段四小段,901,71.15,士林0號公園
公園綠地,士林區,959,芝蘭段四小段,890,92.51,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,878,0.64,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,891,167.36,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,886,347.55,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,882,581.4,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,895,966.45,士林1177號公園
公園綠地,士林區,959,芝蘭段四小段,904,2502.06,士林7號公園
公園綠地,士林區,960,華岡段一小段,370-1,34.51,士林0號公園
公園綠地,士林區,960,華岡段一小段,110-1,24.97,士林0號公園
公園綠地,士林區,960,華岡段一小段,510-5,135.2,士林0號公園
公園綠地,士林區,960,華岡段一小段,395-1,2.71,士林0號公園
公園綠地,士林區,960,華岡段一小段,610-1,11.13,士林0號公園
公園綠地,士林區,960,華岡段一小段,122-1,1.74,士林0號公園
公園綠地,士林區,960,華岡段一小段,365-1,11.05,士林0號公園
公園綠地,士林區,960,華岡段一小段,141-1,1.7,士林0號公園
公園綠地,士林區,960,華岡段一小段,583,9.04,士林0號公園
公園綠地,士林區,960,華岡段一小段,520-3,31.55,士林0號公園
公園綠地,士林區,960,華岡段一小段,510-6,131.41,士林0號公園
公園綠地,士林區,960,華岡段一小段,109,30.2,士林0號公園
公園綠地,士林區,960,華岡段一小段,497-9,119.34,士林0號公園
公園綠地,士林區,960,華岡段一小段,476-4,29.47,士林0號公園
公園綠地,士林區,960,華岡段一小段,160-2,114.7,士林0號公園
公園綠地,士林區,960,華岡段一小段,591-1,1.41,士林0號公園
公園綠地,士林區,960,華岡段一小段,381-2,10.65,士林0號公園
公園綠地,士林區,960,華岡段一小段,Jan-88,10.92,士林0號公園
公園綠地,士林區,960,華岡段一小段,505-1,9.72,士林0號公園
公園綠地,士林區,960,華岡段一小段,507,9.58,士林0號公園
公園綠地,士林區,960,華岡段一小段,380-2,9.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,375-5,8.73,士林0號公園
公園綠地,士林區,960,華岡段一小段,497-10,8.3,士林0號公園
公園綠地,士林區,960,華岡段一小段,512,8.31,士林0號公園
公園綠地,士林區,960,華岡段一小段,530-2,8.27,士林0號公園
公園綠地,士林區,960,華岡段一小段,122-2,8.06,士林0號公園
公園綠地,士林區,960,華岡段一小段,149-1,8,士林0號公園
公園綠地,士林區,960,華岡段一小段,500-1,7.37,士林0號公園
公園綠地,士林區,960,華岡段一小段,168-2,1.45,士林0號公園
公園綠地,士林區,960,華岡段一小段,477-2,126.37,士林0號公園
公園綠地,士林區,960,華岡段一小段,520-4,0.83,士林0號公園
公園綠地,士林區,960,華岡段一小段,506-2,0.61,士林0號公園
公園綠地,士林區,960,華岡段一小段,78,0.21,士林0號公園
公園綠地,士林區,960,華岡段一小段,497-4,60.9,士林0號公園
公園綠地,士林區,960,華岡段一小段,497-3,60.52,士林0號公園
公園綠地,士林區,960,華岡段一小段,359-1,60.16,士林0號公園
公園綠地,士林區,960,華岡段一小段,529-2,56.21,士林0號公園
公園綠地,士林區,960,華岡段一小段,366-3,54.39,士林0號公園
公園綠地,士林區,960,華岡段一小段,161-1,48.19,士林0號公園
公園綠地,士林區,960,華岡段一小段,525-2,49.49,士林0號公園
公園綠地,士林區,960,華岡段一小段,526-2,47.13,士林0號公園
公園綠地,士林區,960,華岡段一小段,496,43.19,士林0號公園
公園綠地,士林區,960,華岡段一小段,371-1,45.24,士林0號公園
公園綠地,士林區,960,華岡段一小段,90,44.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,477-5,43.8,士林0號公園
公園綠地,士林區,960,華岡段一小段,357-1,42.46,士林0號公園
公園綠地,士林區,960,華岡段一小段,476-3,38.47,士林0號公園
公園綠地,士林區,960,華岡段一小段,Mar-89,35.3,士林0號公園
公園綠地,士林區,960,華岡段一小段,474-2,2.74,士林0號公園
公園綠地,士林區,960,華岡段一小段,375-6,2.48,士林0號公園
公園綠地,士林區,960,華岡段一小段,602,1.78,士林0號公園
公園綠地,士林區,960,華岡段一小段,79,32.75,士林0號公園
公園綠地,士林區,960,華岡段一小段,485-1,30.62,士林0號公園
公園綠地,士林區,960,華岡段一小段,123,29.57,士林0號公園
公園綠地,士林區,960,華岡段一小段,Apr-63,29.3,士林0號公園
公園綠地,士林區,960,華岡段一小段,510-4,1.36,士林0號公園
公園綠地,士林區,960,華岡段一小段,521-3,95.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,402-4,94.92,士林0號公園
公園綠地,士林區,960,華岡段一小段,403-2,87.88,士林0號公園
公園綠地,士林區,960,華岡段一小段,605-1,86.33,士林0號公園
公園綠地,士林區,960,華岡段一小段,607,78.52,士林0號公園
公園綠地,士林區,960,華岡段一小段,603-1,77.08,士林0號公園
公園綠地,士林區,960,華岡段一小段,497-5,73.13,士林0號公園
公園綠地,士林區,960,華岡段一小段,485-8,67.54,士林0號公園
公園綠地,士林區,960,華岡段一小段,151-2,69.66,士林0號公園
公園綠地,士林區,960,華岡段一小段,155-3,64.44,士林0號公園
公園綠地,士林區,960,華岡段一小段,511-5,63.04,士林0號公園
公園綠地,士林區,960,華岡段一小段,156-2,28.54,士林0號公園
公園綠地,士林區,960,華岡段一小段,604-1,27.61,士林0號公園
公園綠地,士林區,960,華岡段一小段,585,21.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,402-5,22.16,士林0號公園
公園綠地,士林區,960,華岡段一小段,413-1,22.07,士林0號公園
公園綠地,士林區,960,華岡段一小段,500-5,21.76,士林0號公園
公園綠地,士林區,960,華岡段一小段,155-4,20.4,士林0號公園
公園綠地,士林區,960,華岡段一小段,476-5,19.43,士林0號公園
公園綠地,士林區,960,華岡段一小段,404-1,18.6,士林0號公園
公園綠地,士林區,960,華岡段一小段,Apr-62,18.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,511-3,17.71,士林0號公園
公園綠地,士林區,960,華岡段一小段,510-7,17.58,士林0號公園
公園綠地,士林區,960,華岡段一小段,83,17.03,士林0號公園
公園綠地,士林區,960,華岡段一小段,485-7,16.6,士林0號公園
公園綠地,士林區,960,華岡段一小段,601-1,16.14,士林0號公園
公園綠地,士林區,960,華岡段一小段,366-2,15.43,士林0號公園
公園綠地,士林區,960,華岡段一小段,Mar-87,14.93,士林0號公園
公園綠地,士林區,960,華岡段一小段,505,13.42,士林0號公園
公園綠地,士林區,960,華岡段一小段,159-3,12.41,士林0號公園
公園綠地,士林區,960,華岡段一小段,159-4,11.48,士林0號公園
公園綠地,士林區,960,華岡段一小段,495-6,5.84,士林0號公園
公園綠地,士林區,960,華岡段一小段,85,5.46,士林0號公園
公園綠地,士林區,960,華岡段一小段,519-1,5.39,士林0號公園
公園綠地,士林區,960,華岡段一小段,523-1,4.9,士林0號公園
公園綠地,士林區,960,華岡段一小段,379-2,4.56,士林0號公園
公園綠地,士林區,960,華岡段一小段,478-3,4.21,士林0號公園
公園綠地,士林區,960,華岡段一小段,586-2,4.06,士林0號公園
公園綠地,士林區,960,華岡段一小段,506,4.14,士林0號公園
公園綠地,士林區,960,華岡段一小段,474-5,3.12,士林0號公園
公園綠地,士林區,960,華岡段一小段,123-2,1.01,士林0號公園
公園綠地,士林區,961,華岡段二小段,603-1,39.98,士林0號公園
公園綠地,士林區,961,華岡段二小段,698,2.93,士林0號公園
公園綠地,士林區,961,華岡段二小段,388,7.85,士林0號公園
公園綠地,士林區,961,華岡段二小段,169,176.06,士林1號公園
公園綠地,士林區,961,華岡段二小段,388,7.85,士林0號公園
公園綠地,士林區,961,華岡段二小段,158,138.66,士林1號公園
公園綠地,士林區,961,華岡段二小段,175,1428.78,士林1號公園
公園綠地,士林區,961,華岡段二小段,167,28.01,士林0號公園
公園綠地,士林區,961,華岡段二小段,397-1,20.46,士林0號公園
公園綠地,士林區,961,華岡段二小段,603-1,39.98,士林0號公園
公園綠地,士林區,961,華岡段二小段,397-1,20.46,士林0號公園
公園綠地,士林區,961,華岡段二小段,607,27.74,士林0號公園
公園綠地,士林區,961,華岡段二小段,398-1,64.6,士林0號公園
公園綠地,士林區,961,華岡段二小段,704,52.82,士林0號公園
公園綠地,士林區,961,華岡段二小段,398-1,64.6,士林0號公園
公園綠地,士林區,961,華岡段二小段,731,62.81,士林0號公園
公園綠地,士林區,961,華岡段二小段,405-1,9.09,士林0號公園
公園綠地,士林區,961,華岡段二小段,406,4.92,士林0號公園
公園綠地,士林區,961,華岡段二小段,406,4.92,士林0號公園
公園綠地,士林區,961,華岡段二小段,410-1,9.25,士林0號公園
公園綠地,士林區,961,華岡段二小段,413-1,2.32,士林0號公園
公園綠地,士林區,961,華岡段二小段,438-1,2.77,士林0號公園
公園綠地,士林區,961,華岡段二小段,700,105.4,士林0號公園
公園綠地,士林區,961,華岡段二小段,726-1,0.36,士林0號公園
公園綠地,士林區,961,華岡段二小段,709-1,2.57,士林0號公園
公園綠地,士林區,961,華岡段二小段,161,87.59,士林1號公園
公園綠地,士林區,961,華岡段二小段,171,109.93,士林1號公園
公園綠地,士林區,961,華岡段二小段,160,1.04,士林1號公園
